Sort,SampleLayer_ID,Soil_Series_Type,Surface_Subsurface,Layer_Designation,UpperDepth_cm,LowerDepth_cm,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,Soil_Series,A_Horizon,A_Thickness,ParentMaterials,AnthropogenicMaterials_YN,Anthro_Transported_Material_YN,Texture,Texture_Rubble_Detail,Percent_Sand,Percent_Sand_scale,Percent_Silt,Percent_Silt_scale,Percent_Clay,Percent_Clay_scale,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,Rock_Fragment_Type,Organic_Content,Soil_Core_Notes,Redox_Present_YN,Redox_Color,Redox_Amount,Redox_Size,Redox_Contrast,BulkDensity_gcm3,BulkDensity_scale,Tenth_bar_H2O,Third_bar_H2O,Third_bar_scale,Fifteen_bar_H2O,Fifteen_bar_scale,Ksat_cmhr,Unsaturated_K2cm_cmhr,Borehole_Ksat_cmhr,Texture_mod,ksat_texture,theta_r_texture,theta_s_texture,alpha_texture,n_texture,Texture_Test,Horizon_Simple,Soil_Series,A_Horizon,Grade,Type,Top_Type,Comments
58,CLS5CLP10L3,Urban Observed,Subsurface,,28,61,33,,^C1u,C,Hornell,,,,No,Yes,sl,sandy loam,,NA,,NA,,NA,,,30,brick,,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Hornell,,moderate,thin and medium plate-like structure,,
59,CLS5CLP10L4,Urban Observed,Subsurface,HR 1,61,116,55,61,2C2,C,Hornell,,,,No,No,l,loam,34.06,0.345436105,47.85,0.491273101,18.1,0.191940615,,,10,gravels,,,Yes,10YR 6/1; 75YR 5/8,,,,,NA,,,NA,,NA,0.04,,0.04,loam,1.992,0.069,0.3991,0.0111,1.4737,100.01,C,Hornell,,moderate,thin and medium plate-like structure,,
60,CLS5CLP10L5,Urban Observed,Subsurface,,116,130,14,,2C3,C,Hornell,,,,No,No,sicl,silty clay loam,,NA,,NA,,NA,,,20,shale,,,No,,,,,,NA,,,NA,,NA,,,,siltClayLoam,0.295,0.0901,0.482,0.0084,1.5202,0,C,Hornell,,moderate,thin and medium plate-like structure,,
61,CLS5CLP10L6,Urban Observed,Subsurface,,130,160,30,,2R,R,Hornell,,,,No,No,**R,**R,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,R,Hornell,,NA,NA,,
63,CLS6CLP11L1,Urban Observed,Surface,Surface,0,16,16,,^Au,A,Elnora,A1,16,Anthropogenic over Aeolian Sands,No,Yes,ls,loamy sand,81.6,0.827586207,13.7,0.140657084,4.7,0.049840933,,,30,"gravels, glass",,,No,,,,,,NA,,,NA,,NA,1.15,1.15,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
64,CLS6CLP11L2,Urban Observed,Subsurface,,16,58,42,,^C1u,C,Elnora,,,,No,Yes,sl,sandy loam,,NA,,NA,,NA,,,70,"brick, gravels",,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
65,CLS6CLP11L3,Urban Observed,Subsurface,HR 1,58,96,38,58,^C2u,C,Elnora,,,,No,Yes,ls,loamy sand,83.8,0.84989858,13.9,0.142710472,2.2,0.023329799,,,60,"brick, gravels",,,No,,,,,,NA,,,NA,,NA,21.49,,21.49,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,99.9,C,Elnora,,NA,single grain,,
66,CLS6CLP11L4,Urban Observed,Subsurface,,96,112,16,,^C3u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,40,"gravels, slag",,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
67,CLS6CLP11L5,Urban Observed,Subsurface,,112,122,10,,^C4u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,50,"slag, ceramic tile, sandstone",,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
68,CLS6CLP12L1,Urban Observed,Surface,Surface,0,23,23,,^A1,A,Elnora,A1,23,Anthropogenic over Aeolian Sands,No,Yes,ls,loamy sand,81.5,0.826572008,13.95,0.143223819,4.55,0.048250265,,,15,gravels,,,No,,,,,,NA,,,NA,,NA,10.58,10.58,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
69,CLS6CLP12L2,Urban Observed,Subsurface,,23,55,32,,^A2u,A,Elnora,A1,32,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,65,"brick, gravel",,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,A,Elnora,A1,weak,fine granular structure,,
70,CLS6CLP12L3,Urban Observed,Subsurface,HR 1,55,130,75,55,2C1,C,Elnora,,,,No,No,s,sand,90.07,0.913488844,7.45,0.076488706,2.47,0.026193001,,,10,,,,No,,,,,,NA,,,NA,,NA,11.83,,11.83,sand,10.447,0.053,0.3747,0.0353,3.1798,99.99,C,Elnora,,NA,single grain,,
71,CLS6CLP12L4,Urban Observed,Subsurface,,130,180,50,,2C2,C,Elnora,,,,No,No,s,sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
73,CLS7CLP13L1,Urban Observed,Surface,Surface,0,22,22,,^A,A,Elnora,A1,22,Anthropogenic over Aeolian Sands,No,Yes,sl,sandy loam,72.8,0.738336714,21.86,0.224435318,5.34,0.056627784,,,0,,,,No,,,,,,NA,,,NA,,NA,3.65,3.65,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,A,Elnora,A1,weak,fine granular structure,,
74,CLS7CLP13L2,Urban Observed,Subsurface,,22,30,8,,^Cu,C,Elnora,,,,No,Yes,**R,**ash,,NA,,NA,,NA,,,15,gravels,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
75,CLS7CLP13L3,Urban Observed,Subsurface,,30,62,32,,2C1,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,10,brick,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
76,CLS7CLP13L4,Urban Observed,Subsurface,HR 1,62,90,28,62,2C2,C,Elnora,,,,No,No,s,sand,78.32,0.794320487,17.8,0.18275154,3.88,0.041145281,,,0,,,,No,,,,,,NA,,,NA,,NA,1.8,,1.8,sand,10.447,0.053,0.3747,0.0353,3.1798,100,C,Elnora,,NA,single grain,,
77,CLS7CLP14L1,Urban Observed,Surface,Surface,0,20,20,,^A,A,Elnora,A1,20,Anthropogenic over Aeolian Sands,No,Yes,sl,sandy loam,66.37,0.673123732,23.97,0.246098563,9.66,0.102439024,,,5,gravels,,,No,,,,,,NA,,,NA,,NA,3.11,3.11,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,A,Elnora,A1,weak,fine granular structure,,
78,CLS7CLP14L2,Urban Observed,Subsurface,,20,44,24,,^Cu,C,Elnora,,,,No,Yes,**R,**ash,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
79,CLS7CLP14L3,Urban Observed,Subsurface,HR 1,44,100,56,44,2C1,C,Elnora,,,,No,No,ls,loamy sand,77.41,0.785091278,18.08,0.185626283,4.5,0.047720042,,,0,,,,Yes,10YR 7/1; 10YR 8/6,,,,,NA,,,NA,,NA,14.47,,14.47,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,99.99,C,Elnora,,NA,single grain,,
80,CLS7CLP14L4,Urban Observed,Subsurface,,100,205,105,,2C2,C,Elnora,,,,No,No,s,sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
82,CLS8CLP15L1,Urban Observed,Surface,Surface,0,29,29,,^A,A,Elnora,A1,29,Anthropogenic over Aeolian Sands,No,Yes,ls,loamy sand,83.11,0.842900609,12.04,0.123613963,4.85,0.051431601,,,10,plastic,,,No,,,,,,NA,,,NA,,NA,8.14,8.14,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
83,CLS8CLP15L2,Urban Observed,Subsurface,,29,60,31,,^Cu,C,Elnora,,,,No,Yes,**R,**R,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
84,CLS8CLP15L3,Urban Observed,Subsurface,HR 1,60,110,50,60,2C1,C,Elnora,,,,No,No,ls,loamy sand,89.01,0.902738337,9.2,0.094455852,1.79,0.018981972,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,C,Elnora,,NA,single grain,,
85,CLS8CLP15L4,Urban Observed,Subsurface,,110,150,40,,2C2,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
86,CLS8CLP16L1,Urban Observed,Surface,Surface,0,37,37,,^A,A,Elnora,A1,37,Anthropogenic over Aeolian Sands,No,Yes,ls,loamy sand,83.99,0.851825558,11.98,0.122997947,4.03,0.042735949,,,0,,,,No,,,,,,NA,,,NA,,NA,5.54,5.54,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
87,CLS8CLP16L2,Urban Observed,Subsurface,,37,94,57,,2C1,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
88,CLS8CLP16L3,Urban Observed,Subsurface,HR 1,94,170,76,94,2C2,C,Elnora,,,,No,No,ls,loamy sand,77.83,0.789350913,18.34,0.188295688,3.83,0.040615058,,,0,,,,No,,,,,,NA,,,NA,,NA,4.2,,4.2,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,C,Elnora,,NA,single grain,,
90,CLS9CLP17L1,Urban Observed,Surface,Surface,0,14,14,,^Au,A,Elnora,A1,14,Anthropogenic over Aeolian Sands,No,Yes,ls,loamy sand,85.33,0.865415822,10.77,0.110574949,3.9,0.04135737,,,30,gravels,,,No,,,,,,NA,,,NA,,NA,2.74,2.74,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
91,CLS9CLP17L2,Urban Observed,Subsurface,,14,58,44,,^C1u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,20,"brick, concrete",,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
92,CLS9CLP17L3,Urban Observed,Subsurface,,58,100,42,,^C2u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,40,"brick, concrete",,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
93,CLS9CLP17L4,Urban Observed,Subsurface,HR 1,100,158,58,100,2C3,C,Elnora,,,,No,No,sl,sandy loam,62.48,0.6336714,29.45,0.302361396,8.07,0.085577943,,,0,,,,Yes,10YR 5/8,,,,,NA,,,NA,,NA,67.86,,67.86,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,C,Elnora,,NA,single grain,,
94,CLS9CLP17L5,Urban Observed,Subsurface,,158,170,12,,2C4,C,Elnora,,,,No,No,fs,fine sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
95,CLS9CLP18L1,Urban Observed,Surface,Surface,0,13,13,,^A,A,Elnora,A1,13,Anthropogenic over Aeolian Sands,No,Yes,ls,loamy sand,81.28,0.824340771,12.78,0.131211499,5.94,0.062990456,,,30,gravels,,,No,,,,,,NA,,,NA,,NA,1.44,1.44,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
96,CLS9CLP18L2,Urban Observed,Subsurface,,13,64,51,,^C1u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,20,"brick, concrete",,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
97,CLS9CLP18L3,Urban Observed,Subsurface,HR 1,64,92,28,64,^C2u,C,Elnora,,,,No,Yes,ls,loamy sand,80.14,0.812778905,15.11,0.15513347,4.75,0.050371156,,,40,"brick, concrete",,,No,,,,,,NA,,,NA,,NA,55.23,,55.23,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,C,Elnora,,NA,single grain,,
98,CLS9CLP18L4,Urban Observed,Subsurface,,92,120,28,,2C3,C,Elnora,,,,No,No,fsl/ls,fine sandy loam/loamy sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
99,CLS9CLP18L5,Urban Observed,Subsurface,,120,140,20,,2C4,C,Elnora,,,,No,No,s,sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
100,CLS9CLP18L6,Urban Observed,Subsurface,,140,172,32,,2C5,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,Yes,10YR 6/2; 75YR 5/8,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
102,CLS10CLP19L1,Urban Observed,Surface,Surface,0,20,20,,^A,A,Elnora,A1,20,Anthropogenic over Aeolian Sands,No,Yes,s,sand,90.2,0.914807302,6.75,0.069301848,3.05,0.032343584,,,15,gravels,,,No,,,,,,NA,,,NA,,NA,1.88,1.88,,sand,10.447,0.053,0.3747,0.0353,3.1798,100,A,Elnora,A1,weak,fine granular structure,,
103,CLS10CLP19L2,Urban Observed,Subsurface,,20,70,50,,^Cu,C,Elnora,,,,No,Yes,**R,"**alternating layers of slag,rock,brick,nails,wood",,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
104,CLS10CLP19L3,Urban Observed,Subsurface,,70,88,18,,2C1,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,5,gravels,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
105,CLS10CLP19L4,Urban Observed,Subsurface,,88,106,18,,2C2,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,Yes,75YR 5/8,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
106,CLS10CLP19L5,Urban Observed,Subsurface,HR 1,106,132,26,106,2C3,C,Elnora,,,,No,No,ls,loamy sand,88.34,0.895943205,8.9,0.09137577,2.76,0.029268293,,,0,,,,No,,,,,,NA,,,NA,,NA,19.59,,19.59,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,C,Elnora,,NA,single grain,,
107,CLS10CLP19L6,Urban Observed,Subsurface,,132,160,28,,2C4,C,Elnora,,,,No,No,s,sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
108,CLS10CLP20L1,Urban Observed,Surface,Surface,0,26,26,,^Au,A,Elnora,A1,26,Anthropogenic over Aeolian Sands,No,Yes,fsl,fine sandy loam,85.24,0.864503043,10.94,0.112320329,3.82,0.040509014,,,25,shale fragments,,,No,,,,,,NA,,,NA,,NA,3.67,3.67,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,A,Elnora,A1,weak,fine granular structure,,
109,CLS10CLP20L2,Urban Observed,Subsurface,,26,79,53,,2C1,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
110,CLS10CLP20L3,Urban Observed,Subsurface,,79,100,21,,2C2,C,Elnora,,,,No,No,cos,coarse sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
111,CLS10CLP20L4,Urban Observed,Subsurface,HR 1,100,148,48,100,2C3,C,Elnora,,,,No,No,s,sand,91.93,0.932352941,6.99,0.071765914,1.08,0.01145281,,,0,,,,No,,,,,,NA,,,NA,,NA,14,,14,sand,10.447,0.053,0.3747,0.0353,3.1798,100,C,Elnora,,NA,single grain,,
112,CLS10CLP20L5,Urban Observed,Subsurface,,148,180,32,,2C4,C,Elnora,,,,No,No,s,sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
114,CLS11CLP21L1,Urban Observed,Surface,Surface,0,24,24,,^A,A,Elnora,A1,24,Anthropogenic over Aeolian Sands,No,Yes,lfs,loamy fine sand,79.72,0.80851927,13.31,0.136652977,6.97,0.073913043,,,20,"gravels, wood",,,No,,,,,,NA,,,NA,,NA,1.51,1.51,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
115,CLS11CLP21L2,Urban Observed,Subsurface,,24,34,10,,^C1u,C,Elnora,,,,No,Yes,**R,**concrete,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
116,CLS11CLP21L3,Urban Observed,Subsurface,,34,62,28,,^C2u,C,Elnora,,,,No,Yes,s,sand,,NA,,NA,,NA,,,75,wood,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Elnora,,NA,single grain,,
117,CLS11CLP21L4,Urban Observed,Subsurface,HR 1,62,85,23,62,2C3,C,Elnora,,,,No,No,ls,loamy sand,81.61,0.827687627,15.15,0.155544148,3.23,0.034252386,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,99.99,C,Elnora,,NA,single grain,,
118,CLS11CLP22L1,Urban Observed,Surface,Surface,0,12,12,,^Au,A,Elnora,A1,12,Anthropogenic over Aeolian Sands,No,Yes,ls,loamy sand,84.59,0.857910751,10.03,0.102977413,5.38,0.057051962,,,25,,,,No,,,,,,NA,,,NA,,NA,1.94,1.94,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,A,Elnora,A1,weak,fine granular structure,,
119,CLS11CLP22L2,Urban Observed,Subsurface,,12,31,19,,^C1u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,20,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
120,CLS11CLP22L3,Urban Observed,Subsurface,,31,98,67,,^C2u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,20,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
121,CLS11CLP22L4,Urban Observed,Subsurface,,98,115,17,,^C3u,C,Elnora,,,,No,Yes,ls,loamy sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
122,CLS11CLP22L5,Urban Observed,Subsurface,HR 1,115,181,66,115,2C4,C,Elnora,,,,No,No,sl,sandy loam,81.55,0.827079108,14.1,0.14476386,4.35,0.046129374,,,0,,,,Yes,10YR 6/8; 10YR 7/2,,,,,NA,,,NA,,NA,1.03,,1.03,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,C,Elnora,,NA,single grain,,
123,CLS11CLP22L6,Urban Observed,Subsurface,,181,215,34,,2C5,C,Elnora,,,,No,No,sl,sandy loam,,NA,,NA,,NA,,,0,,,,Yes,75YR 5/8; 10YR 6/3,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
125,CLS12CLP23L1,Urban Observed,Surface,Surface,0,28,28,,^C,C,Tioga,,,Anthropogenic over Aeolian Sands,No,Yes,sl,sandy loam,73.35,0.743914807,19.39,0.199075975,7.26,0.076988335,,,15,gravels,,,No,,,,,,NA,,,NA,,NA,2.48,2.48,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,C,Tioga,,NA,massive,,
126,CLS12CLP23L2,Urban Observed,Subsurface,,28,47,19,,^Au,A,Tioga,A1,19,,No,Yes,sl,sandy loam,,NA,,NA,,NA,,,35,"gravel, plastic, brick, slag",,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,A,Tioga,A1,moderate,medium granular structure,,
127,CLS12CLP23L3,Urban Observed,Subsurface,,47,85,38,,^C1u,C,Tioga,,,,No,Yes,sl,sandy loam,,NA,,NA,,NA,,,20,"brick, cinders",,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Tioga,,NA,massive,,
128,CLS12CLP23L4,Urban Observed,Subsurface,,85,142,57,,2C2,C,Tioga,,,,No,No,s,sand,,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,0,C,Tioga,,NA,massive,,
129,CLS12CLP23L5,Urban Observed,Subsurface,HR 1,142,155,13,142,2C3,C,Tioga,,,,No,No,lfs,loamy fine sand,77.64,0.787423935,19.6,0.201232033,2.76,0.029268293,,,0,,,,No,,,,,,NA,,,NA,,NA,0.32,,0.32,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,C,Tioga,,NA,massive,,
130,CLS12CLP24L1,Urban Observed,Surface,Surface,0,48,48,,^Au,A,Tioga,A1,48,Anthropogenic over Aeolian Sands,No,Yes,sl,sandy loam,72.71,0.737423935,21.82,0.224024641,5.47,0.058006363,,,40,"glass, concrete",,,No,,,,,,NA,,,NA,,NA,0.86,0.86,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100,A,Tioga,A1,moderate,medium granular structure,,
131,CLS12CLP24L2,Urban Observed,Subsurface,,48,109,61,,2C1,C,Tioga,,,,No,No,sl,sandy loam,,NA,,NA,,NA,,,0,,,,Yes,10YR 5/8; 10YR 6/1,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Tioga,,NA,massive,,
132,CLS12CLP24L3,Urban Observed,Subsurface,HR 1,109,155,46,109,2C2,C,Tioga,,,,No,No,s,sand,88.72,0.89979716,9.57,0.09825462,1.71,0.018133616,,,0,,,,Yes,Fe Stains,,,,,NA,,,NA,,NA,,,,sand,10.447,0.053,0.3747,0.0353,3.1798,100,C,Tioga,,NA,massive,,
134,CLS13CLP25L1,Urban Observed,Surface,Surface,0,18,18,,^C1u,C,Elnora,,,Anthropogenic over Aeolian Sands,No,Yes,fsl,fine sandy loam,69.79,0.707809331,19.59,0.201129363,10.63,0.112725345,,,15,"gravels, brick",,,No,,,,,,NA,,,NA,,NA,0.95,0.95,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100.01,C,Elnora,,NA,single grain,,
135,CLS13CLP25L2,Urban Observed,Subsurface,HR 1,18,68,50,18,^C2u,C,Elnora,,,,No,Yes,**R,"**wood,brick,concrete",,NA,,NA,,NA,,,0,,,,No,,,,,,NA,,,NA,,NA,,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,C,Elnora,,NA,single grain,,
136,CLS13CLP25L3,Urban Observed,Subsurface,,68,110,42,,2C,C,Elnora,,,,No,No,ls,loamy sand,,NA,,NA,,NA,,,20,,,,No,,,,,,NA,,,NA,,NA,,,,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,0,C,Elnora,,NA,single grain,,
137,CLS13CLP26L1,Urban Observed,Surface,Surface,0,,,,surface,,Elnora,,,NA,No,No,ND,NA,67.82,0.687829615,22.59,0.231930185,9.59,0.101696713,,,,,,,No,,,,,,NA,,,NA,,NA,1.35,1.35,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,,Elnora,,NA,NA,,
138,CLS13CLP26L2,Urban Observed,Subsurface,HR 1,,,,0,HR ,,Elnora,,,NA,No,No,ND,NA,,NA,,NA,,NA,,,,,,,No,,,,,,NA,,,NA,,NA,0.05,,0.05,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,,Elnora,,NA,NA,,
140,CLS14CLP27L1,Urban Observed,Surface,Surface,0,25,25,,^Au,A,Elnora,A1,25,Anthropogenic over Aeolian Sands,No,Yes,sl,sandy loam,77.04,0.781338742,17.31,0.177720739,5.64,0.05980912,,,25,"shingle, gravels, glass",,,No,,,,,,NA,,,NA,,NA,5.47,5.47,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,99.99,A,Elnora,A1,weak,fine granular structure,,
141,CLS14CLP27L2,Urban Observed,Subsurface,HR 1,25,77,52,25,^Cu,C,Elnora,,,,No,Yes,ls,loamy sand,76.48,0.775659229,19.73,0.202566735,3.79,0.04019088,,,90,"bricks, textiles, wood",,,No,,,,,,NA,,,NA,,NA,24.94,,24.94,loamSand,8.689,0.0485,0.3904,0.0347,1.7466,100,C,Elnora,,NA,single grain,,
142,CLS14CLP27L3,Urban Observed,Subsurface,,77,150,73,,2C,C,Elnora,,,,No,No,sl,sandy loam,,NA,,NA,,NA,,,15,,,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,C,Elnora,,NA,single grain,,
143,CLS14CLP28L1,Urban Observed,Surface,Surface,0,18,18,,^A1u,A,Elnora,A1,18,Anthropogenic over Aeolian Sands,No,Yes,sl,sandy loam,67.62,0.685801217,24.33,0.249794661,8.06,0.085471898,,,20,"gravels, brick, slag",,,No,,,,,,NA,,,NA,,NA,1.71,1.71,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,100.01,A,Elnora,A1,weak,fine granular structure,,
144,CLS14CLP28L2,Urban Observed,Subsurface,,18,52,34,,^A2u,A,Elnora,A1,34,,No,Yes,sl,sandy loam,,NA,,NA,,NA,,,20,"gravels, brick",,,No,,,,,,NA,,,NA,,NA,,,,sandloam,2.755,0.0387,0.387,0.0267,1.4484,0,A,Elnora,A1,weak,fine granular structure,,
